age,sex,income,employment_duration_years,loan_amount,purpose,existing_debt,credit_history_years,credit_limit,credit_used,late_payments_last_2y,num_open_accounts,checking_balance,savings_balance,target
33,male,38371.52,0.16,5803.92,education,4470.42,16.24,19032.66,7483.9,0,3,-915.81,1257.71,1
60,male,51148.0,0.35,7048.43,business,9052.95,7.63,14605.17,8961.48,0,4,-368.61,4883.31,1
71,male,76116.56,3.55,6749.03,other,11715.67,5.76,28293.54,11854.83,1,5,-4502.1,1965.68,1
26,female,27236.57,8.54,7474.89,furniture,2913.78,1.48,12679.04,2193.89,1,7,804.02,19129.31,0
41,male,40585.0,2.43,20793.53,medical,4901.55,7.45,14270.69,3307.56,0,6,5194.28,804.06,0
65,female,58992.08,3.13,17030.37,other,4680.01,0.06,11783.75,2240.85,0,2,1543.7,6898.85,1
22,male,52825.79,1.61,25679.55,business,5801.98,14.12,18117.35,4477.66,0,5,1711.51,0.0,0
71,male,38229.19,2.39,30141.15,business,1856.4,5.02,9968.28,2910.74,3,6,2834.48,4796.91,0
19,male,42591.19,8.1,3754.26,education,1889.98,3.28,11454.47,9154.42,2,7,-1006.71,2277.38,1
34,female,20251.88,3.5,12563.35,furniture,1935.4,10.15,9958.45,5820.37,1,7,2075.86,8054.11,0
19,female,40712.87,11.9,2590.4,other,8815.13,2.97,8608.18,3527.7,0,8,4670.99,8210.52,0
61,male,40205.03,5.72,5779.15,electronics,6127.36,10.43,11561.92,4176.4,2,5,2919.69,12501.99,1
42,male,49179.06,5.47,6959.34,electronics,10532.01,3.91,8062.75,3808.86,1,6,4934.49,12025.42,0
42,female,35004.11,5.24,3542.76,other,5679.49,17.3,6000.32,1080.99,2,4,5792.4,3602.17,1
49,male,53487.69,5.43,3584.9,car,10532.45,4.49,18260.37,5856.19,4,3,3987.77,0.0,1
35,male,63228.88,7.05,10845.72,electronics,6032.8,2.27,25317.24,14337.95,1,4,-140.1,0.0,1
61,male,47797.73,1.32,2266.25,education,4416.6,5.92,16948.31,4942.58,0,5,967.59,5816.43,0
42,female,51331.62,1.78,18737.02,furniture,7522.22,5.98,11894.23,1409.8,0,2,7794.47,4946.72,0
63,male,45956.8,5.69,4657.97,business,9694.98,14.84,5691.62,1833.21,0,3,2942.51,5547.56,0
54,male,45001.52,9.93,34476.55,education,3744.62,2.23,12965.19,6065.52,0,2,2542.87,789.34,1
56,male,32011.96,2.13,8388.92,furniture,3766.42,11.73,9658.26,2733.54,3,5,-579.88,12623.42,1
74,male,50696.9,1.37,12576.14,furniture,5413.97,3.98,20697.55,11009.13,1,6,1725.62,0.0,0
46,male,43248.84,0.48,1637.27,electronics,17536.03,7.3,15401.6,2532.97,0,2,4149.12,457.21,1
35,female,82677.03,0.34,25648.73,medical,14600.61,10.42,37080.93,13902.26,1,2,2044.54,0.0,0
59,female,73320.39,3.49,20956.01,education,12179.31,1.13,30295.48,17826.28,1,6,441.87,2746.16,1
58,male,51945.24,1.09,14375.33,medical,5524.39,2.87,12796.77,3327.59,3,3,1137.84,11479.4,1
45,male,31264.97,9.54,1225.58,medical,190.27,3.38,11033.05,5300.38,0,10,5575.48,2273.48,0
37,female,24976.59,0.64,13685.34,medical,6333.66,0.85,9963.53,4864.07,1,2,4003.34,4608.86,1
71,male,66440.57,2.42,3028.55,medical,3929.63,2.24,32074.33,4507.11,0,6,3602.12,7985.46,0
32,female,49729.49,5.36,23698.84,business,6295.77,1.09,13374.29,3205.67,3,9,3322.65,1988.1,0
22,male,53642.58,1.62,18473.56,electronics,3061.01,11.98,19274.47,7548.15,1,2,-1549.09,6295.77,0
54,male,13597.45,2.0,12763.51,business,3604.69,5.59,3495.44,1310.51,0,5,2817.05,5504.53,1
22,female,61693.89,15.86,500.0,other,14082.21,2.88,24377.19,21519.52,0,6,5204.02,0.0,0
61,female,53179.57,0.48,4132.67,electronics,2286.42,17.63,24717.72,10058.09,0,7,1217.24,1214.11,0
66,male,25012.25,3.49,17502.09,education,2009.67,1.45,11697.99,4162.34,1,10,4932.28,6127.51,0
58,male,36512.55,1.69,21703.07,other,5822.37,2.59,5945.52,2022.37,1,7,3635.68,11693.15,0
31,male,49746.91,0.74,20873.36,business,672.8,12.57,9035.96,2171.71,0,5,4483.02,11687.56,0
71,female,45944.4,11.05,500.0,furniture,875.61,0.65,18468.35,9497.3,4,5,2152.81,16572.92,0
23,female,39740.92,3.99,14412.42,electronics,4382.11,12.02,14004.86,7907.61,1,7,4659.76,6912.74,0
24,male,43137.21,1.08,20124.12,furniture,10741.54,2.18,19931.24,5125.01,1,4,-2394.04,1520.11,1
35,female,40464.41,2.71,500.0,education,4108.53,2.02,9125.54,1762.54,1,8,2099.44,3616.29,0
48,male,47746.13,5.66,11936.76,other,12284.29,2.32,20970.5,10858.02,0,5,4139.04,3317.41,1
58,male,71486.86,2.1,14190.74,medical,12122.42,1.72,26701.08,9312.95,2,1,2888.9,1552.72,1
34,male,8000.0,2.03,9593.88,other,930.36,2.82,1425.46,828.19,0,6,5286.87,6297.73,1
70,female,40736.7,3.09,500.0,medical,9856.6,5.35,6134.85,5251.72,0,3,1528.7,6576.93,0
64,female,48177.22,1.25,9394.42,education,3764.01,2.49,18359.83,10716.63,0,4,357.63,0.0,0
31,female,50327.89,0.08,9381.56,business,10904.01,11.43,8222.8,4095.47,0,4,-2917.22,10529.02,1
21,female,38305.54,9.68,10815.42,education,11047.69,1.8,16001.43,7610.68,1,2,1181.1,0.0,0
58,female,13379.01,0.21,7492.23,car,1451.3,3.37,4319.25,2783.14,1,4,3550.62,2665.11,1
28,female,50903.92,3.66,8455.9,car,1710.5,0.37,14800.15,11503.96,0,11,4283.03,10895.89,1
34,female,76092.3,0.48,11682.35,education,788.85,7.19,15995.49,4714.32,0,4,-2197.56,7644.35,0
62,male,17390.49,0.47,15539.64,business,1722.38,4.63,8582.87,4164.26,2,9,5525.98,1858.16,0
28,female,60548.9,2.75,9564.59,furniture,6934.57,8.55,23545.46,2441.57,1,5,-923.26,15812.94,0
38,male,39086.55,0.95,8722.81,car,5605.57,0.94,16073.38,6564.96,1,1,1636.56,1359.56,0
70,male,43896.16,7.33,12738.83,car,7504.46,0.65,17887.0,14494.95,1,10,293.55,0.0,1
56,female,26047.83,1.06,500.0,electronics,3602.39,9.52,8689.72,7271.16,1,10,3251.75,6716.44,0
53,male,38979.79,8.31,15816.28,other,3328.74,2.8,18549.68,6772.68,1,3,2282.22,0.0,0
74,female,68400.8,7.21,11995.5,electronics,4505.9,16.3,22813.62,11087.11,1,2,4033.91,0.0,0
61,male,55487.79,11.83,12317.55,other,2753.18,8.21,17091.25,7122.21,2,11,7531.41,7736.5,0
44,male,76181.61,3.76,19685.87,other,13795.4,0.96,15958.84,4103.91,2,2,3193.56,1234.85,0
55,male,66193.41,9.6,500.0,other,15598.72,0.79,14078.97,3487.07,2,10,269.96,7483.66,0
48,female,52903.56,0.83,500.0,other,3531.68,7.99,20883.87,2147.26,1,2,3383.21,0.0,0
38,male,76390.82,7.2,14190.43,furniture,16643.28,8.85,17868.35,2407.47,2,10,7835.42,9150.88,1
73,female,52901.88,1.31,11943.07,other,5982.73,7.59,20710.25,10284.32,0,11,3969.02,0.0,0
51,male,59903.79,8.09,13361.42,other,11311.1,7.27,28818.68,9755.9,1,3,4837.08,11911.79,1
60,female,39661.72,4.82,8302.98,medical,10869.12,14.65,10935.65,1660.15,0,3,-2780.73,1147.86,0
41,male,46197.82,3.21,17314.83,furniture,6990.54,12.85,6418.28,4466.58,0,2,3160.64,13186.95,1
29,female,32446.37,4.09,19461.11,electronics,1913.65,3.77,11895.44,7722.74,0,9,1195.95,0.0,0
24,female,62812.51,3.85,15871.86,business,3133.2,8.66,6520.52,1512.92,1,4,-40.37,15548.59,0
63,male,23790.53,1.08,9913.37,car,3633.79,4.78,9868.35,4525.56,0,8,1933.05,0.0,0
47,male,59082.31,3.89,500.0,medical,4501.36,0.84,18330.95,4808.38,0,7,2325.9,0.0,0
47,male,41568.28,11.92,18153.89,electronics,10788.27,14.94,12299.76,7924.37,1,6,126.82,4258.62,1
24,male,66082.45,3.59,21773.83,car,6771.43,0.88,21660.3,6747.1,0,3,2565.39,11403.93,1
62,female,58515.64,0.54,17156.47,electronics,9700.85,9.96,17938.76,12023.43,1,5,1479.54,8744.73,1
33,male,77771.63,7.54,4962.86,electronics,13984.9,0.77,17849.44,10191.38,0,6,4107.32,10977.83,0
52,female,58153.94,1.17,17390.36,business,19723.76,1.58,12363.74,5857.89,1,2,2682.72,8863.12,0
37,male,16703.28,5.09,18884.24,business,1609.71,9.9,4445.06,2583.33,0,5,3127.77,0.0,1
30,female,43794.84,0.28,24470.53,electronics,7135.73,2.22,20056.45,2071.75,0,8,4938.16,8598.5,0
27,female,23903.87,1.52,4991.12,business,4425.04,3.5,3684.74,1029.86,0,5,3664.87,4557.0,1
64,male,35670.96,0.1,10188.36,other,4501.14,5.18,8200.96,4403.27,2,5,1981.75,0.0,1
23,female,72202.11,3.3,17978.18,electronics,7772.22,23.32,12774.01,8070.25,2,10,-4260.77,5076.12,0
18,male,56475.61,2.79,12459.28,electronics,3943.06,1.02,15296.69,10359.52,1,6,3541.18,3662.05,0
35,female,32419.25,2.94,3061.38,car,7048.28,1.41,4973.09,377.03,2,9,-735.77,12495.96,0
68,male,26753.09,6.51,15316.93,electronics,6058.69,4.49,10816.76,3766.48,1,1,1741.29,910.74,0
58,female,45590.08,1.89,16629.29,furniture,9185.09,1.49,6445.84,1097.56,1,11,3113.14,630.29,1
64,female,23101.92,1.28,12703.7,medical,7366.26,2.46,8457.72,768.64,0,9,5999.09,0.0,1
29,male,32919.48,0.18,13756.68,car,6031.69,0.49,6817.1,3108.64,0,10,7526.97,15381.09,1
73,male,50616.17,3.13,9930.35,business,3621.8,1.1,14621.8,2443.87,3,8,-763.65,143.88,0
24,male,65795.62,5.94,23826.23,medical,8934.09,6.58,11842.89,5180.81,0,6,-1947.59,11781.03,0
20,male,55957.71,9.36,4794.46,furniture,3000.28,8.17,21940.43,6213.65,0,6,2977.15,0.0,0
45,male,8000.0,0.41,7301.43,car,835.46,2.74,3834.48,1814.63,0,7,2727.28,7039.74,1
42,female,50478.6,0.54,12087.88,business,14417.41,3.07,9525.22,5211.63,2,6,-1605.63,5575.06,1
34,male,46296.6,1.12,19031.63,business,9610.19,0.28,22280.76,7703.48,1,9,1950.19,11400.21,0
27,male,52450.03,8.74,500.0,education,3781.52,10.88,12069.25,2376.01,1,4,3792.62,10530.27,0
36,male,74091.77,1.89,1517.63,other,26400.11,9.16,23941.93,14920.41,1,9,-1690.46,4491.34,0
39,male,8000.0,4.02,500.0,car,475.72,15.34,3045.09,337.55,0,4,-983.76,777.54,0
52,male,34360.14,1.09,12261.56,furniture,5545.82,8.45,6174.77,1089.84,0,6,67.52,13749.77,0
38,female,55636.31,4.31,3053.55,education,13484.45,0.97,15461.64,4230.16,3,1,1363.22,178.32,1
31,male,16531.3,0.04,8923.6,education,4106.95,13.92,2101.64,251.15,1,10,4081.91,0.0,1
52,male,71567.08,3.08,17291.03,other,4560.74,5.67,27111.15,1944.35,1,8,1020.56,0.0,0
51,male,51630.42,0.51,6867.66,business,3968.39,16.36,13767.07,7638.57,1,3,2165.95,0.0,1
42,male,60238.51,11.15,13850.26,furniture,6194.88,3.71,27508.39,16866.82,0,1,8738.53,7574.17,0
24,male,34723.01,1.01,9605.3,medical,3964.13,0.84,7277.83,2855.35,0,10,-868.93,17286.81,0
73,male,59647.75,0.41,17376.91,electronics,14234.84,3.74,28001.07,8629.46,1,1,41.02,0.0,1
47,female,64232.49,7.55,15801.02,other,6035.14,6.16,10046.98,3016.51,2,6,4034.27,0.0,0
33,male,49191.8,0.42,6464.53,furniture,6570.35,3.69,16862.29,8730.15,1,1,4964.13,4534.15,1
59,female,49219.22,1.56,10650.79,medical,3852.41,3.52,10981.95,756.04,2,8,3244.4,13273.04,0
41,female,49866.18,11.17,20349.95,education,9201.84,9.41,8612.52,1972.56,0,3,7426.9,0.0,1
27,male,29459.79,2.45,15147.01,education,3766.54,20.31,4052.93,1061.3,0,5,2952.37,7544.8,0
57,female,42344.48,6.42,824.3,other,5606.77,3.9,15339.59,5152.79,0,7,-3928.31,2499.46,1
23,female,42254.59,0.38,17244.94,furniture,12851.23,16.51,8166.43,3981.99,2,5,2290.99,19642.97,0
33,male,51901.09,1.36,3323.12,electronics,1534.14,6.27,17081.99,2766.55,1,8,287.05,4867.24,0
55,male,62996.84,7.19,23300.1,furniture,4439.14,6.68,30979.8,20948.95,0,6,6151.44,6134.13,0
59,male,25946.35,0.65,20192.79,medical,4474.69,1.45,5873.86,1467.78,0,5,4893.87,4505.54,0
74,male,42749.84,0.73,14319.08,medical,3965.75,4.05,4872.53,1309.19,1,4,-2769.07,1511.88,1
58,male,71666.2,0.66,13257.86,medical,8914.47,2.14,11260.84,6226.62,0,5,6050.95,9699.22,1
31,male,31615.41,20.7,10327.74,furniture,5998.77,3.06,4670.51,1339.17,1,4,4818.1,0.0,0
58,female,30199.5,3.89,17428.19,furniture,6885.2,0.35,8616.32,3707.05,4,7,1026.61,0.0,1
60,male,48641.51,0.98,9033.77,electronics,5907.25,4.04,19352.52,5623.89,0,9,1764.67,3098.83,0
56,female,60198.93,5.21,13884.56,medical,12474.66,2.87,13158.15,1068.78,1,7,6176.53,8893.38,1
60,male,45205.67,1.9,18975.47,medical,4428.3,3.51,7157.73,3157.41,1,1,-3914.54,515.34,1
64,female,68921.29,0.35,7505.55,other,9819.92,1.37,24557.12,2488.45,1,10,3336.19,5118.94,0
50,female,60422.29,7.95,7070.46,medical,9454.2,0.26,13321.43,8899.29,2,9,5280.23,0.0,0
74,male,60152.76,6.01,2445.08,other,10897.17,5.46,19854.51,13558.17,0,10,1733.86,10375.98,1
54,male,54974.1,5.69,3484.22,furniture,7752.91,0.55,26031.04,7131.58,1,1,3943.73,7911.46,0
21,female,86897.76,0.88,500.0,business,1998.04,0.87,18816.73,12552.16,1,10,2309.46,4118.37,1
27,female,41307.09,5.08,17838.63,education,8577.63,2.86,12598.52,2185.98,0,6,-352.12,5012.38,1
46,female,8936.6,1.86,26471.32,furniture,3357.51,4.76,3777.72,936.9,0,10,-427.09,0.0,1
42,male,73876.58,3.22,23402.63,other,16585.2,1.4,27828.36,10244.84,1,9,4135.79,0.0,0
64,male,36761.41,10.32,500.0,car,2435.84,0.54,14726.3,2150.85,1,10,92.88,3268.05,0
56,male,46941.85,8.28,17798.84,medical,12548.74,3.68,19200.52,922.91,1,2,-2573.74,7082.41,1
18,male,68571.91,3.05,23376.85,furniture,14394.93,15.23,21666.42,9608.49,0,7,2367.2,7386.27,1
43,female,16159.33,2.29,8345.52,furniture,3972.71,5.06,5080.89,2017.4,2,9,460.76,1822.4,1
49,male,22470.35,4.39,12811.58,business,2488.56,3.84,8708.52,4853.88,0,7,-1597.32,8472.27,1
73,female,16177.0,6.61,500.0,education,4795.35,1.3,6132.04,3378.79,0,9,2215.24,12524.75,0
55,female,30705.55,5.05,14133.89,electronics,5345.9,5.93,11300.35,5201.95,4,8,4301.83,3468.0,1
28,male,52913.46,1.95,3491.52,other,10811.5,0.44,13379.37,10046.34,1,1,2060.45,5857.98,1
28,male,54435.38,0.33,13597.08,business,4245.94,10.51,23484.35,3340.52,2,3,-1198.72,2752.88,1
36,female,49972.94,2.55,500.0,business,6235.3,20.87,9718.79,5248.41,3,7,3445.41,3242.16,1
40,male,19570.21,0.09,16342.87,medical,5851.22,10.87,3176.1,1589.34,1,4,5105.47,5017.39,1
24,male,8000.0,0.59,20196.1,medical,2332.04,0.05,1904.52,629.88,1,4,8639.1,14219.59,1
62,female,45978.36,5.33,5734.56,furniture,8814.22,4.75,9266.13,4524.52,0,11,6325.53,9491.66,0
21,male,36508.03,3.0,2904.62,education,5822.35,11.38,13335.4,3352.59,2,1,-1016.08,8951.11,0
21,female,53268.94,3.01,500.0,other,75.58,10.74,10249.33,6336.91,0,6,4574.25,1277.54,1
25,female,57635.17,2.88,9868.69,medical,5018.41,0.05,20898.28,17431.53,1,4,2769.57,0.0,1
25,male,47488.35,3.36,7347.25,car,6365.56,5.37,14497.68,5453.48,0,1,-1456.3,6337.21,1
50,female,58682.4,4.6,500.0,furniture,5956.09,14.22,9446.69,4393.79,1,5,2851.39,11462.47,1
64,male,49125.8,6.83,15624.15,furniture,5903.67,6.62,9990.15,1488.22,0,5,7756.03,14340.43,0
71,female,54541.16,7.36,8400.24,education,6004.22,17.2,16836.35,7619.62,0,6,5587.59,0.0,1
64,male,32315.88,1.77,3394.11,medical,1234.7,7.64,12707.97,2055.46,2,2,-1040.35,18678.33,1
57,female,41766.99,1.17,7563.42,education,13259.92,9.11,10830.21,2521.63,0,9,2041.15,6501.92,1
51,male,48541.97,9.23,20570.44,furniture,7069.28,3.18,9375.06,4125.88,2,4,3475.02,9453.58,1
35,male,59769.51,0.94,16823.5,education,6268.65,19.3,13031.62,4919.49,1,7,-3189.71,0.0,0
41,female,37912.66,15.59,10959.79,furniture,5092.92,6.24,5233.72,1236.33,0,6,-3086.31,2578.56,0
67,male,54381.01,9.78,16952.84,business,6282.65,11.86,5985.16,5397.31,1,7,2463.88,8937.09,1
24,female,40214.9,1.9,2712.7,other,2432.52,0.17,19675.21,6819.28,2,6,2503.03,0.0,1
65,female,42884.24,6.09,12258.96,business,2388.8,14.57,5942.21,2326.53,0,4,-3516.46,0.0,0
64,female,59931.34,10.53,13178.58,other,3618.46,2.44,8987.0,2495.25,0,6,3163.92,6013.03,0
21,female,9124.91,0.22,8241.31,education,1056.86,0.71,4091.48,1073.54,1,6,5260.89,3701.3,1
31,female,21663.5,3.82,15483.67,medical,3278.71,2.83,7915.89,2911.66,0,1,1345.09,12648.02,1
35,female,18320.66,6.54,5756.53,other,2681.07,3.56,5027.72,1845.43,2,8,2179.44,3040.49,1
70,female,8000.0,6.73,16078.57,furniture,873.27,3.83,2876.87,1187.02,1,5,3714.24,3479.69,1
43,female,32791.24,0.36,16414.87,business,3097.04,1.26,15542.85,9442.99,1,4,3317.09,8186.07,1
62,male,58489.81,3.98,500.0,furniture,6204.36,0.88,8174.01,2244.3,0,1,-3005.87,10201.12,0
52,male,39872.09,0.49,21522.45,car,4802.62,4.57,7874.12,2582.9,2,4,-715.36,0.0,0
22,male,48560.22,5.2,500.0,furniture,4711.15,0.69,21566.57,4424.48,0,5,812.44,9666.99,0
56,female,64605.91,0.41,7071.61,car,7920.83,10.49,26634.16,7740.23,0,10,-582.48,869.6,0
54,female,68898.35,2.49,20202.78,furniture,15580.82,8.9,34290.89,23213.94,1,8,6400.91,4099.13,1
67,female,43755.52,2.4,9461.71,car,7159.26,6.49,9869.65,1453.73,1,5,3903.43,8024.62,1
70,female,69364.55,1.41,500.0,other,13270.48,3.13,33153.1,2468.1,2,2,-1329.18,9070.82,0
51,male,46658.28,1.6,3250.1,education,4460.01,0.26,11080.2,6880.79,0,4,1356.99,5909.89,1
68,female,29926.83,0.67,20215.25,furniture,5758.49,1.49,11552.87,237.26,1,11,5391.18,0.0,0
25,male,34300.79,1.56,500.0,electronics,8871.57,0.37,15541.59,6770.96,0,2,61.28,0.0,0
52,female,18350.34,7.61,21031.93,medical,6375.35,2.05,3088.6,2460.29,4,7,4554.75,2872.26,1
50,male,29013.59,18.85,11559.18,business,4967.55,11.32,5287.89,1879.9,1,6,6149.54,9827.71,0
27,male,38555.7,0.93,2460.84,car,3702.79,0.89,12815.28,4043.01,2,3,5648.42,6698.18,1
48,male,59464.53,23.43,7335.08,furniture,11258.53,14.8,26017.51,11692.83,2,10,2541.21,5452.2,0
56,male,75973.86,14.63,3862.21,education,12415.66,2.95,9996.63,450.89,1,5,5753.07,3957.84,0
41,male,20120.73,4.96,18929.8,other,7552.32,0.54,8860.21,1304.03,0,8,433.29,5854.61,0
55,male,52070.89,5.39,17859.42,car,10339.23,0.57,12353.73,4327.79,1,2,9457.64,0.0,1
60,female,26270.21,0.17,500.0,other,2012.69,5.13,6895.68,2916.93,1,11,2722.55,8681.21,0
51,female,53544.55,3.18,8771.26,car,16136.51,5.02,12633.54,1545.42,2,1,5440.38,9077.84,1
40,male,42640.44,2.55,5094.51,education,9344.0,2.9,19810.41,7017.68,0,4,913.97,1868.41,0
33,female,12043.7,1.49,22348.08,furniture,64.59,0.43,1834.47,1549.49,1,11,3498.24,6622.05,1
55,female,61709.35,10.73,1199.21,electronics,12356.16,6.41,20346.18,6345.67,1,8,3630.39,0.0,1
69,female,34109.99,3.99,24833.83,other,6723.61,3.3,5431.78,4393.44,0,8,-786.5,5080.29,1
44,female,35389.8,18.31,11733.64,furniture,13345.69,1.0,16684.09,10508.43,3,4,-875.33,3201.25,1
46,female,25744.46,0.47,2704.52,business,1746.11,0.93,10791.37,2977.66,3,9,1386.49,11555.4,1
69,male,33222.9,4.27,6581.81,electronics,4621.03,2.46,6429.55,4484.72,0,11,5316.0,2808.14,0
34,male,52702.03,1.71,5587.05,business,5727.37,1.1,11547.61,4769.17,2,7,-3494.28,9211.99,1
64,female,41593.6,7.57,1803.05,car,2162.05,8.89,10506.8,3115.82,0,3,911.45,1652.96,0
32,male,50915.92,1.01,12758.61,electronics,6084.11,4.74,13348.48,3993.73,3,10,5929.62,0.0,1
32,female,51514.59,8.66,2176.68,other,12356.47,8.51,21993.49,1880.09,2,1,-1696.39,2646.78,0
34,male,68771.91,9.37,500.0,medical,10854.08,7.7,22406.81,5043.25,0,10,5761.7,5180.54,0
21,female,38829.85,6.7,8962.59,other,13271.07,15.47,10529.87,779.23,1,1,-1383.38,4905.03,0
44,female,18416.56,6.76,500.0,business,772.52,2.55,7141.53,6270.45,1,1,-749.62,4995.7,0
38,female,64210.0,1.5,5982.71,furniture,17796.08,2.61,18180.8,10836.11,2,1,1558.33,961.27,1
31,female,39033.21,2.73,4727.18,education,12608.44,3.42,5905.57,2342.67,1,3,7620.38,2057.63,0
61,male,65062.66,1.43,5030.27,other,6973.89,1.92,9303.68,7816.31,0,9,79.98,0.0,1
47,female,51900.79,3.36,28007.7,business,15786.45,4.14,11957.04,4364.5,0,5,-3198.89,0.0,1
29,female,42639.52,2.46,12451.29,education,5577.76,6.5,14546.39,6368.34,1,1,-2205.81,3361.25,0
28,female,51277.97,2.33,13962.97,other,10435.86,3.16,7893.55,409.77,2,4,4795.84,0.0,0
64,male,80118.23,0.5,500.0,car,21250.52,9.76,25642.13,12071.31,2,11,-2064.22,10479.01,0
33,male,82385.65,13.24,6768.29,other,16161.52,2.17,17123.35,3774.08,0,6,5563.89,0.0,0
40,male,46248.86,0.36,13722.42,car,2744.75,0.28,17489.72,12592.79,0,9,2209.37,5746.11,0
24,female,47883.43,0.28,3803.77,other,5085.5,15.54,5329.67,1973.91,1,3,1903.19,16728.92,0
63,female,64372.32,0.03,19264.5,medical,9480.26,10.16,18514.08,3197.66,2,6,2891.91,2902.92,0
38,female,29778.1,4.14,2378.43,education,8489.39,5.17,3600.34,1166.19,0,9,-402.76,3983.51,1
58,male,50995.27,15.47,9709.07,education,3546.33,1.21,11841.26,9008.44,0,8,2413.62,6558.08,1
41,male,44534.47,0.48,7311.59,car,11527.33,1.41,4730.9,2402.75,0,1,-1579.22,7027.12,1
63,female,50650.35,0.39,13314.57,electronics,18988.1,7.88,14569.04,13248.06,2,7,6046.67,1548.96,1
41,female,29999.36,2.9,6876.08,furniture,4299.5,25.15,12203.93,10854.78,1,9,-1081.89,0.0,0
69,male,16387.79,3.33,9832.85,business,227.58,7.16,2295.73,782.23,0,2,3316.64,7916.32,0
59,male,8000.0,14.54,10110.96,furniture,2308.57,9.27,3152.71,1640.74,0,5,-1104.25,0.0,0
45,male,24887.09,0.25,6124.9,medical,2827.15,1.7,8304.28,981.2,0,8,400.39,8993.37,0
45,female,36743.84,5.77,15880.75,electronics,3986.31,8.01,11090.84,363.58,0,1,878.5,1649.21,0
53,male,39722.55,1.95,13907.11,medical,13975.09,2.66,13497.46,6554.75,0,8,10944.04,4018.51,0
57,male,79870.16,2.09,11291.09,electronics,4776.11,11.89,18718.28,5850.4,1,10,1956.66,846.35,0
58,female,64907.88,7.89,8556.33,medical,1999.25,6.46,24933.44,3959.84,0,6,-464.59,12585.3,0
19,male,27682.36,1.38,18372.35,business,3432.96,2.83,11401.43,2638.47,0,5,666.33,5494.06,0
33,male,51258.75,4.17,10113.33,other,21890.74,5.87,21082.19,5289.29,0,2,-2514.02,2069.57,0
42,female,37672.59,0.16,9546.42,education,3228.06,2.24,7827.76,3240.94,0,8,1511.64,1900.58,0
48,male,39881.45,0.26,12837.52,electronics,8410.96,0.92,14419.65,5900.0,0,11,7553.26,3111.06,1
23,male,48335.86,6.78,25572.69,business,6841.22,11.84,7696.92,2825.22,0,10,3008.12,18381.64,0
29,female,56145.08,0.77,1277.15,car,10381.1,5.91,16740.66,9751.62,1,7,4710.2,0.0,0
44,male,38893.35,5.16,18158.86,other,4564.06,1.71,3930.24,2811.46,0,1,-729.83,10497.29,0
43,female,64149.33,1.33,500.0,business,6412.58,1.1,11382.32,4664.25,1,4,1389.97,7408.63,0
53,female,24445.11,10.78,13738.19,car,4779.02,4.79,8621.64,1895.35,1,3,2611.71,13238.87,0
21,female,45114.1,5.08,24600.66,furniture,3665.3,0.33,20289.82,3997.08,3,1,-175.92,7774.4,0
63,male,91758.13,3.61,15909.35,car,24395.89,1.34,10975.31,1738.57,1,2,3200.02,4020.18,1
35,male,49015.44,5.45,13365.0,business,3959.25,2.54,15852.63,1749.92,1,7,3846.29,10120.17,0
49,female,70797.86,16.44,7516.4,business,28470.51,9.91,25112.71,4276.48,1,2,3628.54,5378.61,0
71,female,46647.36,1.81,12248.38,furniture,9543.64,2.37,22062.17,2750.3,1,1,1546.75,8529.74,0
39,female,55453.99,7.93,9983.5,education,15399.49,10.08,20077.53,11565.41,0,11,5272.73,12569.32,1
35,male,43977.9,3.75,5712.19,education,7927.33,11.05,6210.26,2146.27,1,7,1227.15,4555.12,0
33,male,41932.66,0.01,9681.0,education,5593.02,15.77,6654.62,2393.26,0,9,953.54,1453.69,0
55,male,30969.32,4.93,13587.05,business,3499.13,2.98,10972.6,2267.16,0,3,6324.62,137.13,1
72,female,52745.42,1.84,5862.26,medical,10513.27,0.68,9823.72,1332.31,1,5,-1320.9,6703.24,0
49,male,29672.33,0.31,5549.75,other,4229.11,2.81,13985.23,995.29,1,7,-3108.91,0.0,0
29,male,56980.53,0.64,1118.05,furniture,16234.31,5.13,26682.55,7203.21,1,8,-603.45,1901.17,0
71,female,64535.17,0.07,15125.8,other,17186.41,5.59,30942.18,15605.69,0,5,3161.73,0.0,0
20,male,51597.57,9.89,16362.59,business,13155.16,1.18,11206.01,6208.41,1,11,5850.77,7050.03,1
41,male,39847.52,1.28,13853.28,furniture,10364.12,2.71,15412.22,2846.91,0,8,18.44,0.0,1
25,male,53171.38,9.16,19721.36,other,11881.75,1.84,19418.48,5600.68,1,3,7444.51,0.0,0
19,male,39443.89,5.3,12702.94,electronics,5449.58,5.29,4506.13,1681.65,0,2,2081.59,0.0,0
74,female,61839.85,0.46,15136.09,education,6248.59,2.05,12752.99,7156.59,2,1,1653.41,573.47,0
22,male,12034.69,1.54,14430.7,other,1355.6,1.51,2198.82,1130.48,1,10,-549.81,1118.2,1
69,male,38959.07,2.49,11267.68,business,8696.61,4.16,9674.45,8095.84,1,10,7854.07,5508.72,1
49,female,9165.38,2.28,7753.43,furniture,640.52,2.05,4410.58,1464.48,1,6,1549.13,3030.26,1
36,male,18088.91,2.52,29713.22,car,4088.24,0.41,7927.29,1134.11,0,8,-1995.96,6221.86,0
67,female,69549.52,3.9,8384.39,medical,3790.55,9.02,15117.97,5405.68,1,10,9373.01,6703.68,1
